,tweet_id,text
35,1239551234916450306,"Nigeria: How 15 died in Lagos explosion

https://t.co/84RA0jLj76 #USA #COVID19 #Honda #Hitachi #Burberry #Barclays #Nissan #Netflix #Dyson #JPMorgan #China #Michelin #Toyota #Hitachi #Burberry #Honda #HSBC #Sony #Lioyds #Eba #Ford #HSBC #Nissan #Netflix https://t.co/sFXNAgOi3s"
36,1239551213420466177,"Get some soap. Definitely get soap. Dove! 🧼
#COVID19 #lockdown #QuarantineLife"
37,1239551193598361607,"You know, if you just eat your toilet paper, your ass will wipe itself.

#coronapocolypse #QuarantineLife #COVID19 #CoronavirusOutbreak #toiletpaper #lifehack #ToiletPaperPanic"
38,1239551186539352064,Trump signs stock market image. #COVID19 #CoronavirusOutbreak #QuarantineLife #Trump #TrumpCrash  #Trump2020 https://t.co/3CbK2ucnBi
39,1239551186203787265,"Science Storytime: Lunch Edition https://t.co/gZgepKC4oH
#quarantine #corona #covid19 #elementaryschool #steam #stem"
40,1239551172610002944,Trust Scorpion. #16Marzo #COVID19 #andratuttobene #sdrammatiziamo  @MortalKombat https://t.co/VvWGjdWWqe
41,1239551172270346241,"@Scholastic offering free online resources so #kids can keep #learning during #schoolclosures | #HOPE #FlattenTheCurve #COVID19 
https://t.co/f5N5dIIwjU"
42,1239551167828459520,"An appropriate, or rather, a crucial precautionary measure. #NMUTwitter 🎓
-
• #COVID19
• #CoronavirusSA
• #CoronavirusUpdate
• #CoronavirusOutbreak
• #CoronavirusPandemic 🦠 https://t.co/0nR7x2KGvg"
43,1239551165798526977,How is the destruction of unions and cheap labor working out for us America. #mondaythoughts #MorningJoe #covid19 .
44,1239551141697990657,"In regards to #SocialSecurityTribunal hearings. 

#sst #hearings #update #COVID19 https://t.co/mNc8C2fueI"
45,1239551129652002816,"I'm writing a blog on how #CoronaVirus might impact the #TesticularCancer and #YoungAdultCancer communities, both those in treatments and survivors. If you're an expert here, I would love to hear your thoughts. DM's open. #COVID19"
46,1239551125604499457,"🚨 Live Market Update!
These are the circuit breakers that kicked in.
#COVID19 #forexmarket #CMTrading #forex #TradeLikeAChampion https://t.co/HczTQJHkSW"
47,1239551125348429825,"Coronavirus: What are your travel rights? via @BBCNews https://t.co/PfmWjUAj0I
#Covid19 #coronavirus #virus #health #healthcare #medicine #science #research #travel #travellers #economy #politics #RegionalSecurity #WHO #consumers"
48,1239551106642034690,"@realDonaldTrump We are a country in crisis without a leader. 

#COVID19 #stockmarketcrash #TrumpPlague"
49,1239551105517989888,"Everybody this morning

#toastoflondon #COVID19 #StayTheFHome https://t.co/aNQoeUlVq7"
50,1239551104167358465,"Don’t forget to wash 🧼 your hands as your carry on with your day. 

#personalhygine #COVID19 #StaySafe https://t.co/r02cPrG5AX"
51,1239551098802900997,Continue update...#lucanbiddulph #beingmayor #COVID19 https://t.co/YcC3mufIlz
52,1239551088090476545,"#Bengaluru: Another #techie tested positive for #COVID19 in the city. With this, the total #Covid #positive cases in #Karnataka is 8. #BREAKING @TOIBengaluru @AravindShiv @BalooET @sandeeprrao1991 @tinucherian @mathangcito @NammaBengaluroo https://t.co/8xv6dx9AdK"
53,1239551085683105792,I mean ig with this break.i can actually focus on being an influencer now🤙 #QuarantineLife #COVID19 #StayTheFHome #CoronavirusOutbreak #MondayMorning #SocialDistancingNow
54,1239551081383944192,"‘Ready for Everything’ 👊🏽💪🏽
#FightClub #COVID19 #BusinessAsUsual https://t.co/wf5BdBhPaC"
55,1239551053827317761,"IMO: The #natgas demand destruction caused by #coronavirus in #China is going to really hit the #LNG market over the summer.
#covid19 #ongt https://t.co/670JrkFxpO"
56,1239551052447449091,"#COVID19 inspired #illustrations 
#CoronaDiaries 
#StayHomeSaveLives https://t.co/2vsk43CV6M"
57,1239551052158042113,"Concerned about your #cat or #dog and #coronavirus ? Get the facts from a wonderful vet (no affiliation): 
https://t.co/917RpH7z2U
#covid19 #cats&amp;covid19 #dogs&amp;covid19"
58,1239551050471874560,#CoronaVirusUpdates : #COVID19 #Sikkim has imposed total restrictions on the entry of domestic travellers from other states till 15th April 2020. Indian Association of Tour Operators - IATO Adtoi New Delhi Impression Tourism Services (India) Pvt. Ltd.
59,1239551045623259141,Coronavirus Etude for Piano and Disinfecting Wipe #Piano #ClassicalMusic #COVID19
60,1239551036894908416,In amongst gloom of #COVID19 good sense and #tech combine. #3D printers being used to help hospitals create valves and other spare parts. Can you help? Need help? Check out spreadsheet #coronavirus https://t.co/KhHrSq2tGs
61,1239551026304356353,"This should always be the proper way, with or without Coronavirus. 
#Coronavirus #COVID19 #WashYourHands #DoNotTouchYourFace #Spock #StarTrek #LiveLongAndProsper https://t.co/xl5I3hTdUL"
62,1239551019903836162,Red #polygonal #coronavirus cells pattern on black #background. #Covid19 text banner and low poly coronavirus particles around.  https://t.co/gjJpEXfSSb https://t.co/OWn396cwGD
63,1239551014656790531,"Suspected Case of #COVID19 in Enugu is Negative.. 
#CoronavirusOutbreak #coronavirus #healthcare #safety https://t.co/uDRCj1c3yh"
64,1239551007924858880,Biden is a lying dog-faced pony soldier. #BernieWon #BidenLies #LyinBiden #StudentDebt #CoronaVirus #COVID19 #QuarantineLife #Bernie2020 #PresidentSanders https://t.co/LVVwJ3J3UR
65,1239550995857920000,About time #QuarantineLife #COVID19 #StayTheFHome #FlattenTheCurve #CoronavirusOutbreak #Coronavirus https://t.co/aoz9qvCUuP
66,1239550987884355584,Please aware with situations #bawanglive #COVID19 #afiprubsn
67,1239550982943584256,Coronavirus: THIS book predicted this pandemic 12 years ago; Check it out. #Coronavirus #COVID19 #SylviaBrowne #ConspiracyTheory https://t.co/0WZ2qGeWHV
68,1239550944997543938,"#IDD | Tonight on 'India Development Debate', @TamannaInamdar discusses if the Indian #Economy can survive #COVID19, after monetary action fails to calm #markets. Tune in at 9 pm as we discuss if #SocialDistancing is going to be enough as #IndiaFightsCovid19! #coronavirusinindia https://t.co/DyhqQ0hGmn"
69,1239550929814327296,Coronavirus Update 73 By Doctor John Campbell #COVID19 #coronavirus #pandemic #GlobalEmergency #HealthEmergency #JohnCampbell https://t.co/Q6rhUGmBCk https://t.co/fUCRfJl4EZ
70,1239550924856741889,"Well, that is $1.5 Trillion down the drain.

#DowJones #stockmarketcrash #coronapocolypse #COVID19"
71,1239550923824824321,"Because we all need a little humor

#flattenthecurve #covid19 #coronavirus #loveoneanother #kindnessarmy #allinthistogether #COVID19OhioReady https://t.co/FYHGtlu9i8"
72,1239550922998636544,"Please add:
Having @realDonaldTrump as president.
#SARSCoV2 #Covid19 #corona https://t.co/uxbvVgUt40"
73,1239550912584019968,"#FlattenTheCurve people! 
We can’t let it get out of hand!
Let’s all be responsible, please.
#COVID19 #COVIDbc #COVIDCanada https://t.co/yPcBf8vWg6"
74,1239550890157248512,Omfg #COVID19 #chk #long #shale #cleanenergy #stockmarketcrash #investing #lpi #chk #energy https://t.co/7GDPe38UCh
75,1239550883895169025,"Useful overview of all the possible #donations you can do to help #Italy right now! #COVID19 #COVID19italia #Italia 
https://t.co/g8Kzs5PVzL"
76,1239550869328154624,"""#China is seeking to deflect criticism for its role in starting a #global #pandemic and not telling world,”

“They know where it came from. 
We all know where it came from,”

#ChinaVirus #WuhanCoronavius #COVID19 https://t.co/cIFpVSm4Uf https://t.co/v9kfo08wBA"
77,1239550863976419328,Worried about #COVID19 and #Taxes? @allyversprille has it for @tax ! Great job! #Bloomberg https://t.co/8dzKuhpdU4
78,1239550818497507328,"Dance out the fear! 
""Do the Panda-Demic""! 
#pandademic #pandemic #coronapocolypse #COVID19 #Trending #TrendingNow #viral https://t.co/Ko7HAf0zE2"
79,1239550816652009472,"Why social distancing is essential. 

Lessons from South Korea. 

#coronavirus #COVID19 #SocialDistancing https://t.co/LfhiMuYZWM"
80,1239550804396322817,"#Jamb  2020 Is Out: Click To Check Result https://t.co/5OyOfuBQOh
#Jamb2020 #CoronaVirusSA #COVID19 #MondayMotivaton #NanaAkuaAddo"
81,1239550799404990465,"We will not get bored.
#IStayAtHome 
#confinement 
#COVID19 https://t.co/JURWVcCWYr"
82,1239550794598416385,"#China after the storm.

#economy #collapse #covid19 #CoronavirusOutbreak 

https://t.co/KHMHq9iRMV"
83,1239550792668872704,@nautymatox True it was clearly seen in #RY presidency #LockDownMaldives #COVID19
84,1239550792308228096,"Well done @Scribd. 👏🏽👏🏽👏🏽

#CoronaVirusSverige #COVID19 #Scribd #MentalHealth https://t.co/Y7I4yB33ZP"
85,1239550783433191429,"Helpful, useful information from a real &amp; qualified health professional 💁⤵

#Health #COVID19 #healthandwellness #traveltips https://t.co/3HaNoHeKjU"
86,1239550782845751296,That's a great gesture. Well done guys. #Pizzabaker #PizzaForTheLourdes #Covid19 #LouthChat @PizzabakerIrl https://t.co/gO1VS7lK30
87,1239550780962754560,Well that didn't take long. TSX plunges right from the start today. #coronavirus #stockmarketcrash #stockmarket #financialcrisis #COVIDCanada #COVID19 #business #businessnews https://t.co/QEXbQViZ25
88,1239550766026637317,"#MustWatch #Covid19 quick video. Use Kleenex on door handles. The virus stays on surfaces for days. #calgary 

https://t.co/lOPl8Oi00t"
89,1239550737509691393,Gun sales are surging in many American states amid coronavirus scare #UnitedStates #California #NewYork #Coronavirus #COVID2019 #COVID19 #CoronaVirusFrance #CoronavirusOutbreak #COVID  #CoronaVirusUpdates #Corona #COVIDー19  https://t.co/Ni70cLvl0A
90,1239550729703968768,"The #AzureMaps team has #opensource code available for #healthcare agencies &amp; others that would like to quickly build their own #COVID19  analysis reports 

https://t.co/LbMERp8TH3 

#coronavirus 
#dataviz 
#geospatial 
#github https://t.co/E0AhhNRGkl"
91,1239550701702975488,"#CoVID19 entered the USA. It was brought here. 
#HaltImmigration for a minimum of 12 mos. 
#TestAllWhoEnter

@POTUS 
@tedcruz 
@JohnCornyn"
92,1239550690751643648,Monday morning update! #lucanbiddulph #COVID19 #beingmayor https://t.co/bd37w5qwk6
93,1239550684334370816,Always Lift THA Seat So Ya Don’t Piss On It #원호야사랑해 #coronapocolypse #QuarantineLife #SocialDistancingNow #COVID19
94,1239550658493255680,"Coincidence??? 
Many saying the Virus was actually Man-Made... 
#coronapocolypse 
#QuarantineLife 
#COVID19 https://t.co/GkuwpUvSMt"
95,1239550649735446529,"Anyone else hearing of a mandatory lockdown happening in the USA?
#coronavirus #COVID19 #Quarentine  #QArmy #QAnon https://t.co/K85nPYEyzI https://t.co/HVehUrlMFW"
96,1239550634421923840,"#COVID19 If you had tickets to #Opera or #Philharmonic, local or professional #theatre, #festivals or #concerts - please consider NOT asking for a refund and donate that ticket value to the organization.
@Philanthropy @TheatreCalgary @broadwaycom @nationalballet @albertaballet"
97,1239550630844411907,Women and girls already do most of the world’s unpaid care work #covid19 #womensmonthzim #Covid19zw #coronaviruszw #coronazw  #GenerationEquality #womenzw #womensmonthzim @WCOZIMBABWE @YoungWomenInst  @unwomenzw @ShamwariyeMwana  @GMCZimbabwe @SHDFZim  @NLinZimbabwe @ZWwomensmed
98,1239550625274384384,"#Lockdown
#quarantine
#Coronavirus
#Covid19

Is the post office going to be shut down? Will all of our bills be late and we'll have to pay a late charge?
What about gas stations? Will they shut down so no one can go anywhere?"
99,1239550623449784323,"#America is not ready for #Pandemic 
#COVID19 
#Democrats #Republicans care for #Donors that is all 
#UBIStimulus ignored by #Congress ~ 
Here we are I am so sad millions of Americans will die ~ For the Love of God ~ 
#FDR #Democrat is needed #BernieSanders is that for #Democrats"
100,1239550620421558272,My take on the tp shortage🧻🧻🧻🤷🏼‍♂️🤣 #tp #TPShortage2020 #tpmummy #COVID19 #CoronavirusPandemic #2020 #cornavirusmemes #newyorker @NewYorker @cottonelle @QuiltedNorthern https://t.co/DWFQiJ0WEi
101,1239550615468027905,"Election for #QueensBoroughPresident canceled over #coronavirus #covid19, @NYCMayor announces. @Costa4NY @ElizCrowleyNYC @Miranda4Queens @QuinnforQueens @RichardsForBP"
102,1239550614243282944,"We have updated our guidance to #villagehalls and #communitybuildings on #coronavirus #COVID19

Please see https://t.co/rXdYC0ypZK

#coronavirusuk #COVID_19uk #Somerset https://t.co/U6JEOIcf8P"
103,1239550614079668225,"Thank you to all the #doctors, #nurses, and #medicalstaff keeping us safe! We are grateful for you! God bless you. ❤️ 

#sarasota #bradenton #venicefl #CoronavirusUSA #Coronavirusflorida #COVID19 #COVIDー19 #Science https://t.co/Ene8X8FIyq"
104,1239550597927522305,Announcement at 11:00 a.m. today. My guess? Lockdown . #covidontario #covidtoronto #COVIDCanada #COVIDー19 #COVID19 #CP24
105,1239550582987337729,"Since we’re on lockdown, maybe my wife will become a gamer! Imagine all the time we could spend together! #gamers #QuarantineLife #COVID19"
106,1239550579388678151,This too! #coronavirus #COVID19 #SocialDistancing https://t.co/1O4eKSfVBV
107,1239550568626085892,❗ Please find relevant information regarding the impact of #COVID19 on #tourism in #Vienna on our website: https://t.co/ByRgPKAqC6 https://t.co/lwq767ShU3
108,1239550559482503178,"🗣Go home, stay home! This is NOT an extended vacation! Practice f2f #socialdistancing #FlattenTheCurve #COVID19 https://t.co/mS9hP5BbkA"
109,1239550545825804288,"@Mine_RSA Minerals Council South Africa: Position on #covid19 #coronavirus #Mining in #SouthAfrica

https://t.co/WJun2y0m3Y"
110,1239550536229294081,"#CoronavirusOutbreak: #SocialDistancing is a method prescribed to check spread of #COVID19 so that healthcare system is equipped to treat existing patients. Govts have recommended work-from-home, schools, universities have shut for a few weeks.

https://t.co/oM9yRZjXbH"
111,1239550535621062657,Your new favorite beat. #QuarantineLife #beatsforsale #beatstars #StayTheFHome #COVID19 https://t.co/9ARdWkQsMg
112,1239550532055896064,Have you noticed the #fakenews when there is one or two cases of #coronavirus #covid19 they show a map with a GIGANTIC RED DOT that covers the whole state or more
113,1239550513013592066,"Get the potato sticks kind. That way they will last longer?
#COVID19 #lockdown #QuarantineLife"
114,1239550500418224129,@realDonaldTrump #BogusPotus  fake @POTUS   #WeNeedCash #COVID19   #Botched  #GiveMeBackMY401K https://t.co/P4OvdvswbH
115,1239550499722088448,We are headed for a global recession. Do we all become Keynesians again when the crash hits? #covid19 #economiccrisis #marketcrash
116,1239550498388115457,"The #AzureMaps team has #opensource code available for #healthcare agencies &amp; others that would like to quickly build their own #COVID19  analysis reports 

https://t.co/tk0thztecc 

#coronavirus 
#dataviz 
#geospatial 
#github https://t.co/Y1Y1YFnp5L"
117,1239550461671354369,Great news. #Saudi_arabia announced recovery of 3 #COVID19 patients. Great jobs #saudi_moh #SaudiCDC https://t.co/tbhGaPKpFo
118,1239550460106690561,Week 2 working from home #COVID19 #WFH #staycalm
119,1239550456826941440,#BREAKING Kentucky reports first death due to #coronavirus #COVID19
120,1239550445619679232,"#StateOfEmergency in #Romania due to #COVID19.
The state will limit free movement, gradually close borders, limit all non-essential services, may limit the price of utilities, may temporarily nationalise public properties, may limit certain rights etc. Laws: military ordinances https://t.co/rVt2GcFgDQ"
121,1239550431216447489,"Good morning from #TheFortress ... The weather is sunny &amp; cool!
Today is a: #bikingday 
The 2020 #skiing &amp; #snowboarding season has ended abruptly due to #covid19 . At least our final day was a absolutely incredible… https://t.co/C5NPjAZ7RF"
122,1239550428502798337,"We have updated our guidance to #villagehalls and #communitybuildings on #coronavirus #COVID19

Please see https://t.co/0rxYoUE653

#coronavirusuk #COVID_19uk #Somerset https://t.co/qhsBJXGmlh"
123,1239550421687062528,"EU Commission - €164m for SMEs with #innovative #solutions to #Covid19. The deadline is Wednesday!!!

https://t.co/E5AurMkrvr

#coronavirus"
124,1239550412954501120,"Mont Tremblant (a day before its closed to avoid #COVID19 )
#StayAtHome #COVIDCanada #SocialDistancing https://t.co/xjtB5pikIu"
125,1239550412820287489,"I now hear that uni might be suspended until September?????? 
My first year's just been fucked 😭💔
#coronapocolypse #COVID19 #unistrike"
126,1239550394671468546,"Good #Monday morning, #Shopivo Community! Has your business been affected by #COVID19? What measures are you taking?

#askentrepreneur https://t.co/92PP5PiG3K"
127,1239550375935557632,This is the ☀️#COVID19 thread to bookmark. ❤️ #KindnessMatters #pinksocks https://t.co/CP4XU2Px9y
128,1239550357597978624,Now is the time to connect with friends and fam ❤️ #QuarantineLife #COVID19 #StayTheFHome #WeCanDoThis
129,1239550344704798720,"During this #Covid #Covid19 #CoronaVirus #Pandemic News, #Science Journals &amp; other informative websites should lower their paywalls in order to contribute #healthcare related info.  Many ppl in #business are closed, closing by fiat. Be a friend👇

Thanks from a grateful citizen."
130,1239550342657912832,Stay safe. Stay home. Wash your damn hands. #ottawa #covid19 #socialdistancing https://t.co/6Uw8NBnjSD
131,1239550323947003904,@WHO @MichaelSerapio @JustinTrudeau @fordnation @PattyHajdu If I were to put a #Richter #Scale #rating on the #COVID19 #pandemic/#epidemic and its related effects on #world #governments and the world's #PrivateSector; I would currently #rate it at a 9.6 on the #RichterScale
132,1239550323255136257,"Sustainable peace is our reality🌱
Protect our unique biosphere🐝
#STEM for Peacebuilding🐝
#SDG17 #GlobalGoals 🌲
#SDG3 #SDG9 🐝
#COVID19 
#circulareconomy
Respect the UN legacy🌳
@EU_Commission 
@SMEunited https://t.co/YaiTqTDPiv"
133,1239550321564749825,"https://t.co/nqFz8lv188

#COVID19 (#CoronavirusOutbreak) has started to disrupt the #supplychain in the hardest hit areas, such as in #Italia. Here is a great article from @3dpbmPulse about how #healthcare professionals in Italy are using #3DPrinting to #bridgethegap."
134,1239550317450182662,"Lets not kid ourselves, community spread has already begun in #Pakistan #COVID19 #coronavirusinpakistan #CoronavirusOutbreak 
Pic 1: March 13
Pic 2: March 16 1300 HRS
Pic 3: March 16 1800 HRS
Pic 4: Trend analysis Iran vs Pakistan (over 11 days) https://t.co/hmmyIN8Gae"
135,1239550305399787520,Love this idea. Thank you. #SmallBusinesses #Community #seattle #WeGotThis #COVID19 @KIRO7Seattle https://t.co/zmdMYNLAba
136,1239550298517114880,So this is my life now .. 👴🏽#coronapocolypse #COVID19  #crossword https://t.co/pCKJ8GFafK
137,1239550295866310659,"Xenniel here, but I completely agree with this! #SocialDistancing #COVID19 #coronavirus https://t.co/UKwFbkYtkH"
138,1239550292452048896,"In times of uncertainty, the opportunity is to rise up to remain connected and calm. #leadership #COVID19 #calm https://t.co/wiEHiIem7B"
139,1239550287573995520,"Get noodles.
Scratch that.
Get a bunch of potato chips
#COVID19 #lockdown #QuarantineLife"
140,1239550284717678595,"Wow, @realDonaldTrump !
No wonder you could bankrupt casinos.
#HighestDebtLevelSince1946 #BearMarket #YearOfTheRat #MMXX #RecessionIsComing 
#Pandemic #COVID19 • #nCoV • Novel #CoronaVirus • #Wuhan 2019-nCoV • #TrumpVirus • #SARS-CoV-2 • #CoVID_19 Lack of leadership. https://t.co/NYlGqjYLi6"
141,1239550280481435648,COVID-19 Response: State Bans Inter-School Games @TanzaniaIsrael #Africa #Tanzania #COVID19 #Health #Disease https://t.co/ztgHNyGqix
142,1239550273435185152,"#News1st #news #NewsPicks #Repost #BurkinaFaso #COVID19 #COVIDー19 #Covid19Walkout #covidontario #covidー19uk #CoronaVirusSA #coronaviruskenya #BreakingNews #BREAKING #CoronavirusOutbreak 

In Burkina Faso, COVID-19 fight complicated by war, displacement

https://t.co/u375VEGtz5"
143,1239550273221263361,"What Caused the #Oil Shock, and What Happens Next. It is up to #SaudiArabia, #Russia, and the U.S. government to determine the oil market's path. #oilprice https://t.co/bQqCFEJ9he #COVID19 #coronavirus"
144,1239550266636107777,QUEER VOICES HEARD: How is the #CoronavirusOutbreak affecting you? 🏳️‍🌈 #QueerVoicesHeard #COVID19 https://t.co/EYBqXpJnbv https://t.co/OeNErrZtYa
145,1239550259476312065,"#BreakingNews : #Odidha Govt sanctions Rs.225 crore from the State Disaster Response Fund (SDRF) to fight #COVID19 menace in the State.

#CoronaOdisha #CoronaVirusUpdate https://t.co/cGse5oeAUy"
146,1239550246805331969,"Confirmed cases by state (as of 16/03/2020), 5 pm

#coronavirus
#COVID19
#sihatmilikku
#walkthetalk https://t.co/7Vqrg9FMIU"
147,1239550245089841159,"#covid19  A day for #deepbreathing, #meditation, #strongwill and a #seatbelt.  

#Stocks on #WallStreet fell more than 10 percent on Monday, after an extraordinary move by the Federal Reserve aimed at shoring up confidence instead…https://t.co/rKTEb2nNW2 https://t.co/5ct3uZ1ey9"
148,1239550213078921216,Trying Not To Cough In Public Be Like #ImOnlyChoking #NoCorona #COVID19 https://t.co/Med5Yqkn7d
149,1239550203788754945,"There you go, @realDonaldTrump. Let's talk about your economy now. Shall we? #StockMarket #COVIDー19 #COVID19 #TrumpSlump https://t.co/h6kc7NH63w"
150,1239550184478121991,Breaking news #ldnont #COVID19 #coronavirus see attached email https://t.co/MG8QMVqUz1
151,1239550182053871616,"#BREAKING: First death from #coronavirus confirmed in #Wales. The patient, 68, with underlying health conditions, was being treated at the Wrexham Maelor Hospital
#COVID19 
BBC"
152,1239550167247917061,"First case on #COVID19  found on #Somalia ... he is somali citizen ...
#CoronaVirusSA 
#كوفيد_19 
#كورونا_الجديد 
#CoronavirusOutbreak https://t.co/Nf1isfJ6Ce"
153,1239550155050881026,"Stay safe everyone ❤❤

#love #lookaftereachother #COVID19 https://t.co/xqyk1kk16M"
154,1239550153654181888,"https://t.co/1ANhyCcI3z

Another great list of free educational websites! #distancelearning #COVID19 #QuarantineLife"
155,1239550131227242497,"Various countries declared #StateOfEmergency over #coronavirus #COVID19. 
How can the state of emergency be renewed? rights to be compromised to deal with emergencies? The fundamental to be protected?
Answers in @Int_IDEA primer on Emergency Powers 👇 
https://t.co/CcMhOephqF https://t.co/K299zqiieH"
156,1239550128463269892,That one person at work who always talks to you too close.  #COVID19 #coronapocolypse #SocialDistancing https://t.co/u7x8nkdyCv
